review,translate,sentimen
"ini pertama dan terakhir saya beli di polytron official store.bkn masalah barang,tapi pengiriman nya.baru kali ini saya belanja,sampai tujuan sampai 9 hari.padahal sblm beli,saya uda beritahu kl barang itu diperlukan tgl 18 juni.dan disanggupkan.ternyata sampai tujuan tgl 23 juni.saya pesan tgl 14 juni.sampai nomor resi diganti 2x.saya sgt kecewa bkn dgn barangnya,tapi pengiriman nya.polytron official store tdk bs dijadikan langganan.nama besar,tapi pelayanan tidak memuaskan..","this is the first and last time i bought it at the polytron official store. it's not a problem with the goods, but the delivery. this is the first time i'm shopping, it arrived at the destination until the day. even though before i bought it, i already told that the item was needed on june. and it was prepared. it arrived at the destination june. i ordered june. until the receipt number was changed.",0
"slow respond bgt, pengiriman lama","very slow respond, long delivery",0
"satu mic tidak berfungsi, harus ke service center.","one mic doesn't work, have to go to the service center.",0
"Fitur Terbaik:buruk
Sepadan dengan Harga:tidak

Baru kali ini sgt kecewa bli barang di Shopee,
App Disney tidak bisa di buka, jangankan free mola 12bulan app mola nya aja gak ada. Lalu free wirelez keyboard gak ada, tidak ada app android yg bisa di download, adanya app luar negri semua, respon penjual sangat buruk, gk da tanggapan saat di chat🤬","best features: bad worth the price: no this is the first time i'm very disappointed in buying goods at shopee, the disney app can't be opened, let alone the free mola month the mola app just doesn't exist. then the free wireless keyboard doesn't exist, there's no android app that can be downloaded, there are all foreign apps, the seller's response is very bad, there's no response when in chat",0
"Bagus. Sesuai deskripsi.
Tapi pengiriman lama",good. according to the description. but long delivery,0
jualan tp klo di chat seklipun gk pernah jawab,selling but if in chat even though never answer,0
Barang ok hanya pengiriman lama,item ok just long delivery,0
"toko sangat recommended,  barang terkirim dengan mulus . tanpa ada cacat dan lanjay","highly recommended store, items shipped smoothly. without any defects and lanjay",1
pengiriman lumayan lama..,quite long delivery..,0
Barang berfungsi dgn baik....wlpn harus browsing dulu untuk cara pasang karena tidak ada petunjuk pemasangan di barang.,"the item works fine, even though you have to browse first for how to install it because there are no installation instructions on the item.",1
Halloooo ini molanya gaaktif gimana caranya yaaaa?,"hello, the mol is not active, how do you do it?",0
free ongkir mantep,free postage mantep,1
"untuk speaker dan Subw si oke ya, tapi untuk yg CDnya kurang lengkap, jadi gak bisa buat music dan suara filmnya keluar, masih nanggung.","for the speakers and subw, it's okay, but for the cd, it's incomplete, so you can't make music and the sound of the film comes out, it's still bearable.",0
Resolusi gambar tajam 👍. Kualitas suaranya bagus. Desain elegan 😍.,sharp image resolution. the sound quality is good. elegant design.,1
Penjualnya the best!!! Ramah banget dan tanggung jawab. Suka!!!,the seller is the best! very friendly and responsible. like!,1
"bagus pengiriman lumayan cepat,mudah&#34;an awet","good delivery pretty fast, easy &#;an durable",1
kualitas audio ga sesuai harapan..,audio quality is not as expected..,0
"Proses nya cepat, packaging super aman, mantul thanks seller 👍🙏","the process is fast, the packaging is super safe, it's great, thanks seller",1
"Barang sudah diterima , 
Untuk pengiriman lama banget, seminggu 
Trmkasih","goods received, for a very long delivery, a week, thank you",0
"pengiriman dari kurir tokonya lama bgt,jakarta aja 4 harian","the delivery from the shop's courier is really long, jakarta is just daily",0
"lumayan. suara mantap, cm agak lemot krn ram nya kecil. coba kl ram gede pasti mantapppp","reasonable. great sound, cm a bit slow because the ram is small. try if the ram is big, it's definitely great",0
"kwalitas memang top
polytron tiada tanding
garansi panjang
barang mulus","polytron's top quality is unrivaled, long warranty on smooth goods",1
"Sudah sampai mesin berjalan dengan baik. Pengiriman cepat 2 hari, semoga awet.Hanya saja admin slow respond, dan moga banyak terjual ya","the machine has been running fine. fast delivery today, hope it lasts. it's just that admin is slow to respond, and i hope you sell a lot",0
"Fitur Terbaik:gambar digital jernih
Sepadan dengan Harga:pas dengan harga tv digital

Sayangnya pesan hanya di jawab.pakai sistem, kalau barangnya sih ori","best features: clear digital pictures worth the price: fits the price of digital tv unfortunately messages are only answered. use the system, if the item is original",1
makasih bos paket okay mantap,"thank you boss, the package is okay, great",1
"Pengiriman sangat lama, sangat tidak direkomendasikan beli di sini","delivery is very long, it is not recommended to buy here",0
Resolusi gambar tajam 👍. Kualitas suaranya bagus. Desain elegan 😍. Packaging aman 🙏.,sharp image resolution. the sound quality is good. elegant design. safe packaging.,1
"Kualitas barang bagus, namun pengiriman lama &amp; penjual tidak responsif.","good product quality, but slow delivery and unresponsive seller.",0
"Barang bagus, packing rapi dan aman.thanks","great item, neat and safe packing. thanks",1
"barang oke, tp pengirimannya laaaaammmaaaa....
jd hrs sabar2 tahan emosi saat mnunggu barang","item ok, but long delivery. so you have to be patient with your emotions while waiting for the goods",0
"Pengatur suhu yang bawah kotor jadi saya harus bersihin dulu, tidak seperti beli baru dari toko elektronik. Setelah sebulan pakai, sudah 2 kali kulkas tidak dingin. Pelayanan dari petugas yang mengantar kurang informatif, petugas tidak memberikan informasi bahwa kulkas tidak boleh di colok ke listrik selama 24 jam.","the bottom temperature controller is dirty so i have to clean it first, it's not like buying a new one from an electronics store. after a month of use, the fridge is not cold. the service from the officer who delivered was not informative, the clerk did not provide information that the refrigerator should not be plugged into electricity for hours.",0
"mantap, puas, gambar oke, suara oke, terbaik di kelas 32 inch, bonus mola setahun langsung aktif, thanks","great, satisfied, the picture is okay, the sound is okay, the best in the inch class, the one year mole bonus is immediately active, thanks",1
Selalu memuaskan belanja di sini,always satisfying shopping here,1
pesanan sesuai iklan. usulan saya utk pengiriman kurir diganti menggunakan kurir umum bukan kurir dari penjual. dari pemesanan sampai tiba ditujuan 14 hari.,ad orders. my suggestion for courier delivery is to be replaced using a general courier instead of a courier from the seller. from ordering to arriving at the destination.,1
"pengiriman lama dan item yg dikirim tidak sesuai, pertama dikirim indoor komplain baru outdoor di kirim","the old delivery and the items sent were not appropriate, the first was sent indoor a new outdoor complaint was sent",0
Pengirimannya lama sekali 😔,the delivery took so long,0
Bisa muat banyak. Gampang dipakai. Ada garansi resmi. Mutu terjamin SNI. Barangnya original 👍. Penjualnya ramah banget. Desainnya elegan ✨. Packaging aman 🙏. Hemat listrik ⚡. Proses pesanan cepat. Packaging rapi. Respon penjualnya top. makasih polytron,can fit a lot. easy to use. there is an official guarantee. sni guaranteed quality. the goods are original. the seller is very friendly. the design is elegant. safe packaging. saving electricity . fast order process. neat packaging. top seller response. thanks polytron,1
"Pengiriman nya lumayan gak lama banget, cuma admin nya aja sih kaya gak ada respon pake template selebihnya baik. Semoga aja produknya awet","the delivery didn't take long, it's just that the admin didn't seem to respond using the template, the rest was fine. hopefully the product will last",0
"remote nya tidak berfungsi.
di stb nya tidak ada tombol apapun.
kan parah..
pengiriman dua Minggu.",the remote is not working. there are no buttons on the stb. it's bad.. two weeks delivery.,0
"Fitur Terbaik:ngegiling mode hijab
Sepadan dengan Harga:worth the price

Jadi ini tuh mesin cuci 2 tabung yang panjangnya kira2 50cm tinggi 60cm lebar 40cm iya bener ga terlalu makan banyak ruang. Pengemasan di sellernya lama bisa nyampe 3-4 hari kalo pengiriman ke bandung ada nyampe 3 harian kurang lebih pas pesen barang nyampe seminggu.","best features:grinding hijab mode worth the price:worth the price so this is a tube washing machine that is about cm long, cm high, cm wide, yes it really doesn't take up too much space. the seller's packaging took a long time to arrive - the day when it was sent to bandung, it arrived daily, more or less when i ordered the goods, it arrived a week.",1
Mamtap barang sesuai pesanan....moga awet dan bagus.semoga makin bagus pelayannan dengan pengiriman yang mantap,mamtap goods according to the order.hope it lasts and is good.hopefully the service will be even better with a steady delivery,1
"Respon penjual baik..
Harga terjngkau..
Packingn aman..
Pengiriman cepat",good seller response.. affordable price.. safe packing.. fast delivery,1
"Cepet Sampai 
Produk Di jamin ori
Trima kasih Tokopedia, trima kasih polytron
SUKSES TERUS","arrived quickly product guaranteed ori thank you tokopedia, thank you polytron continued success",1
"Ada kerusakaan saat barang tiba, Polytron Official Store menggantinya dgn barang yg baru","there was damage when the item arrived, polytron official store replaced it with a new item",1
Alat bagus dan terjangkau sudah ada HEPA dan UV,a good and affordable tool that already has hepa and uv,1
"Ternyata besar sekaliii...tapi bagus..ga nyesel sih, kirimnya juga ga lama, dari Senin malam pesan Jum&#39;at diantar, tapi karena lagi di kantor reschedule ke sabtu deh.","it turned out to be huge..but good..no regrets, the delivery also didn't take long, from monday night it was delivered on friday, but because i was at the office i rescheduled it to saturday.",1
bagus semoga awet,good hope it lasts,1
Gampang rakitnya. Suaranya mantap 🔊. Bahannya kokoh. Desain elegan. Kualitas boleh diadu.,easy to assemble. the sound is steady. the material is sturdy. elegant design. quality can be contested.,1
Bismillah semoga awet.,bismillah may it last.,1
Bisa muat banyak. Hemat listrik ⚡. Desainnya elegan ✨. Ada garansi resmi.,can fit a lot. saving electricity . the design is elegant. there is an official guarantee.,1
