Review_Text,Review_Text_Processed,Review_Date,Rating_Score,Business_Category,Sentiment_Label,Review_Aspect,Crisis_Flag
"Pengiriman barang lama &gt; 7 hari kerja... penjual kurang komunikatif, harus di komplain dulu baru ada tindak lanjut sama tokopedia nya,,, saya cukup kecewa, apalagi sengaja beli dari seller official nya polytron. Barang yg dikirimkan ada penyok di bagian bawah,,, mungkin karena pas pengiriman dan bahan nya yang aluminium, Untuk fungsi dispenser nya tidak ada masalah, berfungsi dengan baik... mohon ditingkatkan customer service nya Min... tq",kirim lama gt kerja jual kurang komunikatif komplain dulu baru tindak lanjut sama tokopedia nya cukup kecewa sengaja seller official nya polytron kirim penyok bagi bawah mungkin pas kirim bahan nya aluminium fungsi dispenser nya tidak masalah fungsi baik mohon tingkat customer service nya min tq,unknown,2,Lainnya,Negative,Bentuk,Yes
"Alhamdulillah barang sudah sampai dengan selamat, tidak ada yang cacat atau penyok, sesuai etalase dan diskripsi asli merk Maspion SNI, toko amanah seller ramah kurirnya baru.. semoga toko sukses 👍👍",alhamdulillah selamat tidak cacat penyok sesuai etalase skripsi asli merk maspion sni toko amanah seller ramah kurir baru moga toko sukses,unknown,5,Lainnya,Positive,Bentuk,No
"i really had high expectations for frio bistro. it'd been on my to-eat list for a while. the food is average. we had a pasta, the chicken & sausage paella, and a cheesecake. nothing was really sooo yummy/out of the world. and it was really costly. but the staf was sopan. however, i probably won't come here again",really had high expectations for frio bistro it been on my to eat list for while the food is average we had pasta the chicken sausage paella and cheesecake nothing was really sooo yummy out of the world and it was really costly but the staf was sopan however probably won come here again,10/29/2018 1:24,3,F&B,Neutral,Rasa,No
GOJEKK kenapa gofood nya gabisa kasih multiple diskon terus ongkirnya gede bgt bahkan harga asli makanan bisa lebih murah dr ongkir jadinya kaya beli ongkir gratis makanan huhu :c,gojekk gofood nya gabisa kasih multiple diskon terus ongkirnya gede banget bahkan harga asli makan lebih murah dr ongkir jadi kaya ongkir gratis makan huhu,2026-03-18 22:32:26,2,F&B,Negative,Harga,No
"Goride : gak cocok buat yang butuh cepet cepet datang, kadang lagi butuh cepet dpt diver malah gadateng dateng diem ditempat aja, ditelpon direject gofood : pencarian drivernya lama banget dan gak bisa dibatalin dengan waktu tertentu",goride tidak cocok buat butuh cepet cepet kadang butuh cepet dpt diver malah gadateng dateng diem tempat telpon direject gofood cari drivernya lama banget tidak dibatalin waktu tentu,2026-03-21 19:31:10,2,F&B,Negative,Bentuk,Yes
BAHAN CELANANYA SANGAT AMAT TIPIS DAN MENERAWANG GAK SESUAI GAMBAR. DI GAMBAR KAYAK KATUN TEBAL GITU TAPI ASLINYA YG DIKIRIM TIPIS DAN GAK BANGET YA. MAAF.,bahan celana sangat tipis terawang tidak sesuai kayak katun tebal gitu asli tipis tidak banget maaf,unknown,1,Fashion,Negative,Bentuk,No
Gan... kok ps nya baru kok udah mati2 sendiri tiba- tiba. Tombol hijaunya tiba-tiba merah trus mati,gan kok ps nya baru kok udah mati2 sendiri tombol hijau merah trus mati,unknown,2,Elektronik,Negative,Lainnya,Yes
"Nanya? maksud tari take away itu, kita ambil ke outlet atau kita cod'an ketemuan menyesuaikan? Mohon jawabannya",nanya maksud tari take away ambil outlet cod an ketemu sesuai mohon jawab,2018-02-27 17:14:55,3,F&B,Neutral,Lainnya,No
Sepadan dengan Harga:. Fitur Terbaik:bagus Alhamdulillah barang sampai dengan keadaan bagus semoga awet. Makasih kurir. Makasih penjual sudah amanah,padan harga fitur baik bagus alhamdulillah ada bagus moga awet terima kasih kurir terima kasih jual amanah,unknown,5,Lainnya,Positive,Bentuk,No
kenapa di Surabaya blm ada,surabaya belum,2019-05-19 22:31:31,3,F&B,Neutral,Lainnya,No
"it is a great tempat for a quiet makan malam and suasana is lovely but the food was a disappointment. the tempat doesn't feel like we are inside the noisy city which is absolutely delightful, but i wish i could say the same about the food and drinks!! staf is sopan and serving time is excellent, you don't have to menunggu for your food or drinks for more than 10-15 mins no matter what you order. suasana: 5/5 staf; 4.5/5 food: 1/5",it is great tempat for quiet makan malam and suasana is lovely but the food was disappointment the tempat doesn feel like we are inside the noisy city which is absolutely delightful but wish could say the same about the food and drinks staf is sopan and serving time is excellent you don have to tunggu for your food or drinks for more than mins no matter what you suasana staf food,5/19/2019 15:35,3,F&B,Neutral,Lainnya,No
Nice place,nice place,2019-11-22T10:21:56.989Z,5,F&B,Positive,Lainnya,No
"Menu yang dicoba Aus Sirloin & Meltique Sirloin welldone. Rasa steaknya juara. Sausnya menurut saya enak, gurih dan creamy, pas asinnya. Kalau menurut istri kurang creamy. Sayur bayam dan baked potatoesnya juga juara, creamy kejunya enak, gurih. Harga standard. Sangat direkomendasikan.",menu coba aus sirloin meltique sirloin welldone rasa steaknya juara saus enak gurih creamy pas asin kalau istri kurang creamy sayur bayam baked potatoesnya juara creamy keju enak gurih harga standard sangat rekomendasi,3 tahun lalu,5,F&B,Positive,Rasa,No
Bagus panas normal,bagus panas normal,unknown,5,Lainnya,Positive,Bentuk,No
periuknya bgs tp kenapa hrs ada yg penyok kan sayang pdhl sy tunggu bgt barangnya,periuk bgs hrs penyok kan sayang pdhl sy tunggu banget barang,unknown,2,Lainnya,Negative,Bentuk,No
Gampang dirakit. Desain elegan. Penjualnya ramah banget.,gampang rakit desain elegan jual ramah banget,unknown,5,Elektronik,Positive,Bentuk,No
fore coffee 1 liter jadi 48 ribuann pakein voucher diskon 50% https://t.co/dBEWLN3zIX https://t.co/fqWEgL45Fo,fore coffee liter jadi ribuann pakein voucher diskon,Thu Feb 27 04:03:02 +0000 2025,3,F&B,Neutral,Harga,No
ksret tdk cocok,ksret tidak cocok,unknown,2,Lainnya,Negative,Lainnya,No
Sangat kecewa. Baru 4 bulan scroll sudah rusak.,sangat kecewa baru scroll rusak,unknown,1,Elektronik,Negative,Lainnya,Yes
"Packing bagus, barang bagus, pengiriman lambat (dr ekspedisinya), rekomended seller !!",packing bagus bagus kirim lambat dr ekspedisi rekomended seller,unknown,2,Lainnya,Negative,Bentuk,No
tempat paling enak buat melamun sambil ditiupin angin sepoi sepoi jaraknya gak terlalu jauh dari pusat kota bandung sekitar 30 menit hawanya enak parah makanannya enduuuul waktu itu pesan nasi ayam matah ayamnya banyak sambal matahnya enak nasinya banyak view pas makannya juga nikmat huhu rasanya pengan balik lagi,tempat paling enak buat lamun ditiupin angin sepoi sepoi jarak tidak terlalu jauh pusat kota bandung hawa enak parah makan enduuuul waktu nasi ayam matah ayam banyak sambal matahnya enak nasi banyak view pas makan nikmat huhu rasa kan balik,unknown,3,F&B,Neutral,Rasa,No
pelayanan cepat mungkin untuk pengantar makanan bisa di perbaiki,layan cepat mungkin antar makan baik,2026-03-17 21:27:56,5,F&B,Positive,Rasa,No
Bagus. Original. Cuman sayang pengirimannya lamaaaaaaaaaa,bagus original cuman sayang kirim lamaaaaaaaaaa,unknown,2,Lainnya,Negative,Bentuk,No
"paketnya mendarat rapi dan memuaskan, terima kasih Lazada ini kesekian kalinya pesan dan tidak mengecewakan. kurir nya sih om yang ramah ❣️",paket darat rapi muas kasih lazada sekian kali tidak kecewa kurir nya om ramah,unknown,5,Lainnya,Positive,Bentuk,No
late an food is cold an bad. delivery boys shd carry change ...,late an food is cold an bad delivery boys shd carry change,8/12/2018 22:48,2,F&B,Negative,Lainnya,No
"tolong ya grab food diperbarui untuk merchant masih banyak yang tutup tapi di aplikasi buka saya sampai dibilang aneh sama driver, padahal tujuan saya pesan online karna tidak bisa keluar jadi mana saya tau penjualnya lagi buka apa tutup",grab food baru merchant banyak tutup aplikasi buka bilang aneh sama driver padahal tuju online tidak keluar jadi mana tau jual buka apa tutup,2025-01-13 15:21:53,3,F&B,Neutral,Lainnya,No
"chinese pavilion in banjara hills used to be a regular and favourite haunt during my business school days, and visiting the gachibowli branch brought back all the right memories. the spicy crab soup, three treasure vegetables, shanghai prawns and yong chicken hit all the right spots and made it one of the best chinese meals i've had in a long, long time. chinese pavilion is all set to be a regular haunt again!",chinese pavilion in banjara hills used to be regular and favourite haunt during my business school days and visiting the gachibowli branch brought back all the right memories the spicy crab soup three treasure vegetables shanghai prawns and yong chicken hit all the right spots and made it one of the best chinese meals ve had in long long time chinese pavilion is all set to be regular haunt again,2/10/2017 23:18,5,F&B,Positive,Bentuk,No
Fitur Terbaik:bagus Sepadan dengan Harga:iya Bagus Alhamdulillah terimakasih,fitur baik bagus padan harga iya bagus alhamdulillah terimakasih,unknown,5,Lainnya,Positive,Harga,No
"diluar ekspetasi banget, sambelnya gak seger, agak bau, gada pedes2nya malah manis, packaging nya sih bagus",luar ekspetasi banget sambelnya tidak seger bau gada pedes2nya malah manis packaging nya bagus,unknown,2,F&B,Negative,Rasa,No
"i went there last night with a friend and had a pretty pengalaman baik. the tempat is on the second floor and you can view the traffic near the biodiversity park junction. it's not very crowded either and thus you're able to get a good amount of attention from the staf. they are sopan and efficient and if not sure they do check and come back with the right response. they have a good variety of tap beers. we initially tasted the chambourlette, la trappe witte, schuimzuiper and erdinger weisbier. chambourlette is very mild, slightly fruity too, la trappe witte was smooth, hada flavour of some good fresh spices and no bitter after rasa, schuimzuiper was a little bitter and erdinger weisbier was very mild. the obvious choice for us was la trappe witte. for food, we ordered nachos, chicken wings and schezwan paneer. nachos was okay, basically it lacked topping. it looked as if the cheese was applied using a brush and the toppings were more like a garnish. schezwan paneer was amazing, the paneer too had actually soaked the rasa of the spices and was wonderful. for main course we ordered veg hakka noodles, which was again prepared well and the noodles too were quite light. the ambiance of this tempat is okay, the music is at the right volume and doesn't make you yell to talk. the tempat however is very dimly lit that your eyes strain while reading the menu as well. but overall a fairly good tempat to hangout with friends and quench your thirst.",went there last night with friend and had pretty alam baik the tempat is on the second floor and you can view the traffic near the biodiversity park junction it not very crowded either and thus you re able to get good amount of attention from the staf they are sopan and efficient and if not sure they do check and come back with the right response they have good variety of tap beers we initially tasted the chambourlette la trappe witte schuimzuiper and erdinger weisbier chambourlette is very mild slightly fruity too la trappe witte was smooth hada flavour of some good fresh spices and no bitter after rasa schuimzuiper was little bitter and erdinger weisbier was very mild the obvious choice for us was la trappe witte for food we ordered nachos chicken wings and schezwan paneer nachos was okay basically it lacked topping it looked as if the cheese was applied using brush and the toppings were more like garnish schezwan paneer was amazing the paneer too had actually soaked the rasa of the spices and was wonderful for main course we ordered veg hakka noodles which was again prepared well and the noodles too were quite light the ambiance of this tempat is okay the music is at the right volume and doesn make you yell to talk the tempat however is very dimly lit that your eyes strain while reading the menu as well but overall fairly good tempat to hangout with friends and quench your thirst,1/13/2019 13:18,4,F&B,Positive,Rasa,No
Barang Oroginal Kualitas Bagus Cuma Saat akan Konek Ke Smart Phone g bisa2 KET Registrasi Produk Gagal Mhn dibalas chat saya mengenai masalah ini,oroginal kualitas bagus cuma konek smart phone bisa2 ket registrasi gagal mhn balas chat kena masalah,unknown,2,Lainnya,Negative,Bentuk,Yes
"makanannya enak enak, pelayanan baik termasuk kak vio. good lah",makan enak enak layan baik masuk kak vio good,2025-11-03T03:43:45.004Z,5,F&B,Positive,Rasa,No
"bagus dengan hrg segitu, cuman trnyata kecil aku kira agak gede",bagus hrg segitu cuman trnyata kecil kira gede,unknown,4,Fashion,Positive,Bentuk,No
enak & cepat (layanan maya),enak cepat layan maya,2026-02-01T06:29:15.774Z,5,F&B,Positive,Rasa,No
"udah nunggu lama kirain lagi di buat, eh ternyata gak siap"", tidak ada konfirmasi dari restoran dan tidak ada pemberitahuan dari aplikasi kalau mereka tidak menerima orderan lagi, kecewa berat sama grab, mana gak bisa di batalin, harus nunggu lama bgt baru bisa di batalin. mending pindah ke gojek aja deh, grab busuk",udah nunggu lama kirain buat eh nyata tidak siap tidak konfirmasi restoran tidak pemberitahuan aplikasi kalau tidak terima order kecewa berat sama grab mana tidak batalin nunggu lama banget baru batalin mending pindah gojek grab busuk,2025-12-10 02:52:11,1,F&B,Negative,Bentuk,Yes
Pelayanan nya bagus cepat Makanan nya mantul Waitrs fahri,layan nya bagus cepat makan nya mantul waitrs fahri,2026-02-15T12:28:46.725Z,5,F&B,Positive,Rasa,No
Kurir sameday dikirim besoknya. pdhal ditanya bisa kirim hari ini pake sameday dia bilang bisa. Tokonya barang ga ready sih jd sistemnya ambil dulu dikumpulkan orderan baru dikirim jadi ya kaya begitu,kurir sameday besok pdhal tanya pake sameday bilang toko tidak ready jadi sistem ambil dulu kumpul order baru jadi kaya,unknown,1,Hobi & Hiburan,Negative,Lainnya,No
"decent tempat with good suasana specially the serving is good. ajay’s guest interaction and serving the food within time appreciable and food is enak i didn’t expect this tempat fills our tummy with satisfaction, had nice time.",decent tempat with good suasana specially the serving is good ajay guest interaction and serving the food within time appreciable and food is enak didn expect this tempat fills our tummy with satisfaction had nice time,4/11/2019 22:38,4,F&B,Positive,Rasa,No
coba dulu kalau bagus rate naikin,coba dulu kalau bagus rate naikin,2019-02-26 21:31:49,3,F&B,Neutral,Bentuk,No
"since it was the festive season, and i wanted to try navratri specials at faasos. tried their singhada ke aloo parantha, paneer makhanwala, sabudhana ki kheer, green tomato curry and curd. it was not as expected. did not rasa quite well. the parantha was a bit soggy and the curry was not up to the mark. the kheer was not sweet enough. not a big fan of their navratri box. i was disappointed with the food, though the food came in nice packaging. very neatly packed but rasa was not so neat. need to improve a lot.",since it was the festive season and wanted to try navratri specials at faasos tried their singhada aloo parantha paneer makhanwala sabudhana ki kheer green tomato curry and curd it was not as expected did not rasa quite well the parantha was bit soggy and the curry was not up to the mark the kheer was not sweet enough not big fan of their navratri box was disappointed with the food though the food came in nice packaging very neatly packed but rasa was not so neat need to improve lot,10/29/2018 23:01,3,F&B,Neutral,Rasa,No
