web-scraper-order,web-scraper-start-url,review,rating,pesanan,tanggal_pesan,Label,Label,,
1701446020-2163,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,muannnnn nnntappppp,5.0,Mie Iblis Lv 2 - Udang Keju - Mie Iblis Lv 1,Ordered on 19 July 2021,1,Baik,,
1701446020-2164,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,ya kek biasanyalah mantap😌,5.0,Mie Iblis Lv 3 - Udang Keju - Lumpia Udang,Ordered on 19 July 2021,1,Baik,,
1701446020-2165,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,pedesnya nampol beeuuddd🤩,5.0,Mie Iblis Lv 4 - Pangsit Goreng,Ordered on 18 July 2021,1,Baik,,
1701446020-2166,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,"makanannya enak (jelas lah namanya juga gacoan) tapi sayang packaging nya hanya menggunakan sterofoam biasa, tidak mencantumkan merk dll. kalau packaging nya seperti biasa saya beri bintang 5",4.0,Udang Rambutan - Udang Keju - Mie Angel Super,Ordered on 17 July 2021,1,Baik,,
1701446020-2167,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,lopyuuu mntb bgttttt ah mntb 🤍,5.0,Mie Iblis Lv 3 - Mie Setan LV 3 - Es Genderuwo,Ordered on 17 July 2021,1,Baik,,
1701446020-2168,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,pesen level 4 kayak pesen level 1,3.0,Mie Setan LV 4 - Mie Iblis Lv 3 - Pangsit Goreng - Mie Iblis Lv 1,Ordered on 16 July 2021,0,Buruk,,
1701446020-2169,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,enaak tp antrinya lamaa:(,5.0,Pangsit Goreng - Mie Iblis Lv 8,Ordered on 14 July 2021,1,Baik,,
1701446020-2170,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,"awal buka rasanya the best banget, smakin ksini rasa hampir sama dengan Kober",2.0,Mie Iblis Lv 8 - Mie Iblis Lv 4 - Mie Iblis Lv 3 - Udang Rambutan - Udang Keju,Ordered on 13 July 2021,0,Buruk,,
1701446020-2171,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,porsinya dikit wkwk. kurang jadinya,5.0,Mie Iblis Lv 1 - Udang Rambutan - Mie Iblis Lv 0,Ordered on 13 July 2021,0,Buruk,,
1701446020-2172,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,semoga pelayanan nya semakin maksimal 🥰,5.0,Mie Iblis Lv 1 - Udang Keju,Ordered on 13 July 2021,1,Baik,,
1701446020-2173,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,"tidak sesuai apa yang saya pesan, kurang 1 hidangan yang tidak saya terima",2.0,Mie Iblis Lv 2 - Udang Keju - Mie Iblis Lv 1 - Lumpia Udang - Mie Iblis Lv 3,Ordered on 12 July 2021,0,Buruk,,
1701446020-2174,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,"rasa B kemasan kurang rapi,seharusnya untuk membedakan level di kasih tulisan pake bulpoint jangan asal2an,porsi pas laah iya",2.0,Mie Iblis Lv 0 - Mie Iblis Lv 2 - Mie Setan LV 2 - Es Genderuwo - Es Tuyul - Milo - Mie Iblis Lv 3,Ordered on 12 July 2021,0,Buruk,,
1701446020-2175,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,Terlalu asin Keknya yg msk pengen nikah. Beda rasanya sm yg d wiyung lebih enak yg d wiyung,3.0,Mie Setan LV 1 - Thai Tea Ori,Ordered on 11 July 2021,0,Buruk,,
1701446020-2176,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,Tingkat pedes tidak konsisten (kadang pedes kadang gak pedes) semoga bisa diperbaiki..,4.0,Mie Iblis Lv 1 - Mie Iblis Lv 3 - Udang Rambutan - Udang Keju,Ordered on 11 July 2021,0,Buruk,,
1701446020-2177,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,Lebih enak di sini dri pada cabang wiyung hehe,5.0,Mie Iblis Lv 3 - Siomay Ayam,Ordered on 9 July 2021,1,Baik,,
1701446020-2178,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,makanannya favorite banget,5.0,Mie Setan LV 2 - Udang Keju - Lumpia Udang - Siomay Ayam - Es Genderuwo,Ordered on 9 July 2021,1,Baik,,
1701446020-2179,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,"pesanan lama, harus 3x order baru dapet pesanan",4.0,Udang Rambutan - Mie Iblis Lv 8 - Pangsit Goreng,Ordered on 9 July 2021,0,Buruk,,
1701446020-2180,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,babyak minyaknya,4.0,Mie Iblis Lv 1 - Udang Rambutan,Ordered on 20 June 2021,0,Buruk,,
1701446020-2181,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,soal rasa enak cm yg level 3 terlalu berminyak,5.0,Mie Iblis Lv 1 - Mie Iblis Lv 3,Ordered on 8 July 2021,0,Buruk,,
1701446020-2182,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,pesanan ada yang salah,3.0,Udang Keju - Mie Angel Super - Mie Setan LV 4,Ordered on 7 July 2021,0,Buruk,,
1701446020-2183,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,tambah counter biar lebih cepat,4.0,Mie Setan LV 2 - Mie Iblis Lv 1 - Siomay Ayam - Lumpia Udang,Ordered on 26 June 2021,0,Buruk,,
1701446020-2184,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,very nice rsanya ah mantapp,5.0,Mie Setan LV 3 - Udang Rambutan - Mie Setan LV 1 - Mie Iblis Lv 8,Ordered on 7 July 2021,1,Baik,,
1701446020-2185,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,"pelayanan perlu ditingkatkan. kasihan abang gojek antri lama, saya juga lapar.",4.0,Mie Iblis Lv 1 - Mie Iblis Lv 3 - Udang Keju - Lumpia Udang,Ordered on 6 July 2021,0,Buruk,,
1701446020-2186,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,"kebetulan gua pickup sendiri karena ditolak sama para driver gaada yang antar, eh sampe sana antriannya panjang sama kyk Ojol tau gitu dibatalin, maksudnya ya gua gamau nunggu terlalu toh juga saya ambil sendiri, kalo tau gitu ya saya mending diem dirumah aja cari lain",2.0,Mie Iblis Lv 3 - Mie Iblis Lv 0 - Udang Rambutan,Ordered on 4 July 2021,0,Buruk,,
1701446020-2187,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,jgn pake fom dong😁,5.0,Mie Iblis Lv 1 - Mie Iblis Lv 3,Ordered on 1 July 2021,0,Buruk,,
1701446020-2188,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,"banyak banget minyaknya, sampe berasa kayak mie kuah minyak, di wa admin nya kgk di bales, dan rasa asin banget 🤢",1.0,Lumpia Udang - Udang Keju - Mie Iblis Lv 0 - Mie Setan LV 1,Ordered on 19 June 2021,0,Buruk,,
1701446020-2189,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,tambahin sedikit lagi porsi mienya.. favorit banget dimsumnya,5.0,Udang Rambutan - Mie Iblis Lv 3 - Udang Keju - Mie Iblis Lv 0 - Siomay Ayam - Pangsit Goreng,Ordered on 2 July 2021,1,Baik,,
1701446020-2190,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,suka si pedesnya itu kerasa dan bikin perut kenyang,5.0,Mie Setan LV 3,Ordered on 3 July 2021,1,Baik,,
1701446020-2191,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,"ngantrinya luama banget,nafsu makannya hilang",1.0,Mie Iblis Lv 1 - Mie Iblis Lv 0,Ordered on 30 June 2021,0,Buruk,,
1701446020-2192,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,antrian nya panjang,4.0,Mie Iblis Lv 2 - Mie Iblis Lv 3 - Udang Rambutan,Ordered on 2 July 2021,0,Buruk,,
1701446020-2193,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,mie iblisnya terlalu banyak kecap,3.0,Mie Angel Super - Mie Iblis Lv 3 - Mie Setan LV 1 - Es Genderuwo,Ordered on 2 July 2021,0,Buruk,,
1701446020-2194,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,thanks dah bikin malam ini kepedesan yg Nikmat,5.0,Mie Iblis Lv 3 - Udang Rambutan - Udang Keju,Ordered on 2 July 2021,1,Baik,,
1701446020-2195,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,"lama banget, rasanya juga asin",4.0,Udang Keju - Mie Setan LV 1 - Siomay Ayam - Thai Green Tea,Ordered on 1 July 2021,0,Buruk,,
1701446020-2196,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,terlalu lama sen nunggu gonta ganti driver dari jam 3 juga sampek jam 5 😭,5.0,Udang Rambutan - Mie Iblis Lv 3,Ordered on 30 June 2021,0,Buruk,,
1701446020-2197,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,terlalu bnyak kecap,1.0,Mie Iblis Lv 6 - Mie Iblis Lv 1 - Es Coklat - Thai Tea Ori - Mie Angel Super,Ordered on 29 June 2021,0,Buruk,,
1701446020-2198,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,mantaaaaaaap joooooss gandooooos,5.0,Mie Iblis Lv 4,Ordered on 29 June 2021,1,Baik,,
1701446020-2199,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,porsi nya lbh sedikit dr pd biasa nya,3.0,Mie Angel Super - Mie Iblis Lv 0,Ordered on 29 June 2021,0,Buruk,,
1701446020-2200,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,enak bgt rasanya sangat rekomendet pokoknya. terimkasih buat chef yg sudah memasakkan nya dengan baik. somay nya sangat enak. terimkasih pada kurir yg mengantar,5.0,Siomay Ayam - Mie Iblis Lv 1 - Mie Iblis Lv 2 - Udang Keju,Ordered on 24 June 2021,1,Baik,,
1701446020-2201,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,tolong lebih cepat dikit,3.0,Mie Iblis Lv 4 - Mie Setan LV 2,Ordered on 27 June 2021,0,Buruk,,
1701446020-2202,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,"level 4 kurang pedas,mie angel tidak ada kuahnya",4.0,Mie Iblis Lv 4 - Mie Angel Super,Ordered on 24 June 2021,5,Buruk,,
1701446020-2203,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,sayang tadi bayarnya kelebihan katanya gk bwa uang kurirnya,5.0,Mie Setan LV 8 - Mie Setan LV 4,Ordered on 25 June 2021,5,Buruk,,
1701446020-2204,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,kemasan nya jangan pakai styrofoam ya,5.0,Mie Iblis Lv 6 - Es Tuyul - Udang Rambutan,Ordered on 24 June 2021,0,Buruk,,
1701446020-2205,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,gak pernah bosen dech,5.0,Mie Iblis Lv 3,Ordered on 25 June 2021,1,Baik,,
1701446020-2206,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,tumben d ksh pangsit gorengnya cmn 1 biasanya beli dpt 2,4.0,Mie Iblis Lv 3 - Thai Tea Ori - Ice Tea,Ordered on 24 June 2021,0,Buruk,,
1701446020-2207,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,tidak ada sedotannya ini padahal kemarin pesen ada kok..disayangkan..kecewa sekali.,1.0,Mie Iblis Lv 4 - Mie Iblis Lv 3 - Mie Setan LV 8 - Mie Angel Super - Thai Green Tea,Ordered on 24 June 2021,0,Buruk,,
1701446020-2208,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,pasti 1 jam baru selesai dan baru sampai.. jangan lama-lama ya gan. keburu perutku dangdutan hehehe,5.0,Udang Rambutan - Udang Keju - Lumpia Udang - Mie Iblis Lv 1 - Mie Iblis Lv 3,Ordered on 24 June 2021,0,Buruk,,
1701446020-2209,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,enaaakkk bgt👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍💘💘💘💘💘,5.0,Mie Iblis Lv 4 - Lumpia Udang - Mie Iblis Lv 2 - Udang Rambutan,Ordered on 22 June 2021,1,Baik,,
1701446020-2210,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,nambah personel mungkin ya? supaya antri nya ngga lama2.. thx,5.0,Mie Iblis Lv 3 - Udang Rambutan - Mie Iblis Lv 0,Ordered on 22 June 2021,0,Buruk,,
1701446020-2211,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,makanan enak tapi agar berminyak untuk gorengan dan mie nya,5.0,Mie Angel Super - Mie Iblis Lv 2 - Udang Keju,Ordered on 21 June 2021,0,Buruk,,
1701446020-2212,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,ENAK BGT UDANG KEJUNYA GAPAHAM LAGI,5.0,Mie Iblis Lv 1 - Udang Keju - Mie Setan LV 2 - Lumpia Udang,Ordered on 8 June 2021,1,Baik,,
1701446020-2213,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,"lwama bgt antrinya, sejam lebih. kasian driver gojek dan yg nunggu di rumah, sampe ketiduran",5.0,Mie Iblis Lv 8 - Mie Iblis Lv 6 - Mie Iblis Lv 4 - Mie Iblis Lv 0,Ordered on 21 June 2021,0,Buruk,,
1701446020-2214,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,"rasanya nendang buanget, endol tak kendol kendol. ambyaarrr",5.0,Mie Iblis Lv 2 - Mie Iblis Lv 3 - Mie Iblis Lv 4 - Udang Rambutan - Lumpia Udang - Udang Keju,Ordered on 21 June 2021,0,Buruk,,
1701446020-2215,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,sangat enak.. sayangnya lama buatnya. mungkin karna rame,5.0,Mie Angel Super - Mie Iblis Lv 3,Ordered on 21 June 2021,1,Baik,,
1701446020-2216,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,tapi antrinya lama,5.0,Mie Iblis Lv 3 - Mie Setan LV 3 - Milo,Ordered on 20 June 2021,0,Buruk,,
1701446020-2217,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,"pls jgn pake foam lg , pake kardus dong, trus kalo ngasih keterangan menu yg jelas ya, kn gatau lvl² mie nya kalo nulis nya asal²an gitu",5.0,Mie Setan LV 3 - Mie Iblis Lv 1 - Udang Rambutan - Siomay Ayam,Ordered on 19 June 2021,0,Buruk,,
1701446020-2218,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,"Untuk dimsum tampilannya ga se-fresh dan sebagus kalo makan di tempat, rasanya juga beda, kaya stok lama yg dikasih. Udah beberapa kali pesan dimsum kualitasnya tetap seperti itu. Tolong diperbaiki biar customer gak kecewa.",3.0,Mie Iblis Lv 2 - Mie Iblis Lv 4 - Udang Keju - Lumpia Udang,Ordered on 19 June 2021,0,Buruk,,
1701446020-2219,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,kliatannya bukan level 1 deh . pedesnya kebangetan gk kyk biasanya 😭 lebih dicek lagi yaa,3.0,Mie Iblis Lv 1 - Ceker Ayam - Lumpia Udang,Ordered on 19 June 2021,0,Buruk,,
1701446020-2220,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,uda beli yang ke 7x kayanya emang ueenaaakkkk pwoolll,5.0,Mie Iblis Lv 3 - Lumpia Udang - Udang Keju - Mie Iblis Lv 0 - Mie Iblis Lv 6 - Udang Rambutan,Ordered on 19 June 2021,1,Baik,,
1701446020-2221,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,uenak...sesuai budget..wkwk,5.0,Mie Angel Super - Mie Iblis Lv 3,Ordered on 19 June 2021,1,Baik,,
1701446020-2222,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,"mohon maaf saya pesen thai tea tapi sudah basi, semoga besok ga kejadian lagi terima kasih",4.0,Udang Keju - Mie Iblis Lv 3 - Thai Tea Ori,Ordered on 18 June 2021,0,Buruk,,
1701446020-2223,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,sekali nya pengen order ternyata kurang memuaskan🙄😌,1.0,Udang Rambutan - Mie Iblis Lv 0 - Mie Iblis Lv 8,Ordered on 18 June 2021,0,Buruk,,
1701446020-2224,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,pedes banget padahal level 1 :'v,5.0,Mie Angel Super - Mie Iblis Lv 1 - Mie Setan LV 1,Ordered on 9 June 2021,1,Baik,,
1701446020-2225,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,estimasi waktu pengemasan agar dipercepat,4.0,Mie Iblis Lv 3 - Lumpia Udang,Ordered on 18 June 2021,0,Buruk,,
1701446020-2226,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,wadah packing nya dunk kalo bisa jangan pake sterofoam. hanya sekedar masukan saja. terima kasih.,5.0,Udang Keju - Mie Iblis Lv 4 - Udang Rambutan,Ordered on 17 June 2021,0,Buruk,,
1701446020-2227,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,gacoan teman kenyang,5.0,Mie Iblis Lv 8 - Thai Tea Ori,Ordered on 17 June 2021,1,Baik,,
1701446020-2228,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,Mie tidak matang,2.0,Mie Setan LV 1 - Pangsit Goreng,Ordered on 17 June 2021,0,Buruk,,
1701446020-2229,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,"antri nya kebangetan, buat yg keburu laper mending jgn dulu",3.0,Mie Iblis Lv 8 - Mie Setan LV 4,Ordered on 8 May 2021,0,Buruk,,
1701446020-2230,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,buka cabang lg dong biar ga antri mulu,5.0,Mie Iblis Lv 3 - Mie Iblis Lv 1 - Mie Iblis Lv 4 - Mie Iblis Lv 0,Ordered on 16 June 2021,0,Buruk,,
1701446020-2231,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,order lv. 4 tapi level kepedasan nya seperti lv. 0 kondisi gelas pecah jadi es tumpah,2.0,Udang Rambutan - Mie Iblis Lv 1 - Mie Iblis Lv 4 - Mie Iblis Lv 0 - Es Genderuwo,Ordered on 16 June 2021,0,Buruk,,
1701446020-2232,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,Kenapa kemasannya kog sterofoam? Biasanya box ada mereknya gacoan ini gak ada,2.0,Udang Rambutan - Udang Keju - Mie Setan LV 1 - Mie Iblis Lv 1,Ordered on 26 May 2021,0,Buruk,,
1701446020-2233,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,level 2 kok pedas tp porsi mantap,5.0,Udang Rambutan - Pangsit Goreng - Mie Iblis Lv 2,Ordered on 15 June 2021,1,Baik,,
1701446020-2234,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,Bikin mata melekk mantap,5.0,Mie Iblis Lv 1 - Siomay Ayam - Ice Tea,Ordered on 14 June 2021,1,Baik,,
1701446020-2235,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,antri klo jam makan,3.0,Mie Iblis Lv 3 - Udang Keju - Siomay Ayam - Udang Rambutan - Mie Iblis Lv 1,Ordered on 14 June 2021,0,Buruk,,
1701446020-2236,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,"Antrinya luaaaamaaaa poll, pesen 20.46, baru dateng sekitar 22.30 an",1.0,Mie Iblis Lv 1 - Mie Iblis Lv 2 - Siomay Ayam - Lumpia Udang - Mie Angel Super - Pangsit Goreng,Ordered on 13 June 2021,0,Buruk,,
1701446020-2237,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,enak banget parahhh😘😘😘,5.0,Mie Setan LV 1 - Mie Iblis Lv 2 - Udang Rambutan,Ordered on 13 June 2021,1,Baik,,
1701446020-2238,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,nunggu nya lama bgt hampir 1.5jàm,4.0,Mie Iblis Lv 1 - Mie Iblis Lv 6 - Udang Rambutan - Siomay Ayam,Ordered on 10 June 2021,0,Buruk,,
1701446020-2239,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,minyaknya banjir :(,4.0,Mie Iblis Lv 1 - Mie Iblis Lv 2 - Mie Iblis Lv 3,Ordered on 11 June 2021,0,Buruk,,
1701446020-2240,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,"Ntah ya, kali ini kok kurang sedep rasanya. heheh Tapi, siomay-nya enak. 🥰",3.0,Udang Rambutan - Siomay Ayam - Mie Iblis Lv 2,Ordered on 2 June 2021,0,Buruk,,
1701446020-2241,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,Terimakasih Buat yang masak,5.0,Udang Rambutan - Mie Iblis Lv 1 - Mie Setan LV 1,Ordered on 6 June 2021,1,Baik,,
1701446020-2242,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,kok kecil skrg udang rambutan nya,4.0,Udang Rambutan - Mie Iblis Lv 1,Ordered on 10 June 2021,0,Buruk,,
1701446020-2243,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,waktu tunggunya dipercepat kalau bisa. nunggu lama itu ga enak kak. udah laper.,4.0,Mie Iblis Lv 1 - Siomay Ayam - Pangsit Goreng - Lumpia Udang,Ordered on 8 June 2021,0,Buruk,,
